phase,trial,counts,energies,success,iteration,bias_strength
baseline,76,"{'1101': 65, '1100': 53, '1111': 68, '0000': 73, '0010': 74, '1010': 59, '1011': 56, '0111': 73, '0011': 60, '0100': 72, '1110': 49, '1001': 58, '0101': 70, '1000': 59, '0110': 68, '0001': 67}","{'H_AFM': np.float64(-0.05859375), 'H_FM': np.float64(-0.0546875), 'H_TF': np.float64(0.0)}",False,,
baseline,77,"{'0101': 59, '1001': 54, '0111': 76, '0011': 62, '1011': 64, '1101': 62, '1100': 72, '0110': 77, '1000': 56, '0010': 68, '0000': 55, '1111': 72, '0001': 54, '1110': 66, '1010': 62, '0100': 65}","{'H_AFM': np.float64(0.021484375), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,78,"{'0010': 59, '1101': 60, '1111': 54, '0001': 62, '1100': 73, '0110': 61, '1000': 69, '1011': 62, '0011': 69, '0111': 65, '1001': 60, '0101': 81, '1110': 58, '0000': 52, '0100': 70, '1010': 69}","{'H_AFM': np.float64(-0.0390625), 'H_FM': np.float64(0.05078125), 'H_TF': np.float64(0.0)}",False,,
baseline,79,"{'0010': 55, '0100': 61, '1010': 72, '0001': 65, '1111': 63, '1011': 65, '0011': 66, '0111': 67, '0000': 57, '1100': 62, '0110': 64, '1000': 58, '1101': 73, '1001': 68, '0101': 66, '1110': 62}","{'H_AFM': np.float64(-0.041015625), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,,
baseline,80,"{'1101': 70, '0001': 63, '1111': 51, '1010': 83, '1110': 57, '1011': 64, '0111': 67, '0011': 64, '1100': 77, '0101': 65, '1001': 66, '0000': 54, '0010': 59, '1000': 57, '0110': 67, '0100': 60}","{'H_AFM': np.float64(-0.056640625), 'H_FM': np.float64(0.080078125), 'H_TF': np.float64(0.0)}",False,,
baseline,81,"{'0100': 66, '1010': 75, '0111': 66, '0011': 57, '1011': 56, '0010': 51, '0000': 67, '1100': 59, '1000': 62, '0110': 70, '1101': 71, '0001': 61, '1111': 67, '1110': 59, '1001': 75, '0101': 62}","{'H_AFM': np.float64(-0.080078125), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,,
baseline,82,"{'1100': 53, '0010': 62, '0001': 65, '1111': 74, '0011': 64, '0111': 60, '1011': 70, '1101': 64, '1010': 53, '0110': 72, '1000': 72, '1110': 66, '1001': 69, '0101': 52, '0100': 61, '0000': 67}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,83,"{'1101': 59, '1110': 54, '1010': 65, '1011': 67, '0111': 64, '0011': 65, '1100': 67, '0110': 61, '1000': 73, '1111': 53, '0001': 72, '0100': 56, '0010': 55, '0000': 75, '1001': 63, '0101': 75}","{'H_AFM': np.float64(-0.021484375), 'H_FM': np.float64(-0.005859375), 'H_TF': np.float64(0.0)}",False,,
baseline,84,"{'0001': 74, '1011': 63, '1010': 64, '1110': 71, '0011': 65, '0111': 68, '1111': 63, '1100': 63, '0101': 69, '1001': 58, '0100': 71, '0010': 62, '0000': 65, '1000': 61, '0110': 56, '1101': 51}","{'H_AFM': np.float64(0.03515625), 'H_FM': np.float64(0.0), 'H_TF': np.float64(0.0)}",False,,
baseline,85,"{'1011': 64, '1111': 64, '0001': 67, '1110': 68, '1000': 72, '0110': 65, '1101': 76, '0010': 58, '0000': 56, '0100': 68, '0011': 63, '0111': 64, '1100': 59, '0101': 73, '1001': 56, '1010': 51}","{'H_AFM': np.float64(-0.009765625), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,,
baseline,86,"{'0100': 63, '0000': 59, '0001': 66, '1111': 52, '1110': 81, '0010': 58, '1100': 66, '0101': 63, '1001': 71, '1011': 60, '0111': 59, '0011': 61, '1000': 66, '0110': 65, '1101': 71, '1010': 63}","{'H_AFM': np.float64(-0.005859375), 'H_FM': np.float64(0.087890625), 'H_TF': np.float64(0.0)}",False,,
baseline,87,"{'1100': 57, '1110': 63, '0100': 66, '0001': 52, '1111': 68, '1101': 59, '1000': 60, '0110': 60, '1001': 79, '0101': 65, '0010': 76, '0000': 69, '1011': 69, '0011': 62, '0111': 65, '1010': 54}","{'H_AFM': np.float64(-0.01171875), 'H_FM': np.float64(-0.00390625), 'H_TF': np.float64(0.0)}",False,,
baseline,88,"{'1101': 56, '0100': 58, '0011': 71, '0111': 63, '1011': 62, '1111': 55, '0001': 64, '1100': 66, '1010': 63, '0000': 79, '0010': 62, '1110': 74, '1001': 65, '0101': 63, '1000': 67, '0110': 56}","{'H_AFM': np.float64(0.0546875), 'H_FM': np.float64(-0.0390625), 'H_TF': np.float64(0.0)}",False,,
baseline,89,"{'1011': 62, '1110': 68, '1101': 77, '0000': 52, '0010': 59, '0100': 55, '0011': 73, '0111': 71, '1111': 60, '0001': 67, '1010': 64, '1100': 72, '0110': 59, '1000': 60, '0101': 67, '1001': 58}","{'H_AFM': np.float64(0.021484375), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,90,"{'0010': 59, '0000': 78, '1111': 83, '0001': 65, '1110': 62, '1001': 58, '0101': 56, '0100': 68, '1101': 61, '0110': 67, '1000': 66, '1100': 75, '1010': 53, '0111': 59, '0011': 60, '1011': 54}","{'H_AFM': np.float64(0.115234375), 'H_FM': np.float64(-0.126953125), 'H_TF': np.float64(0.0)}",True,,
baseline,91,"{'1111': 70, '1110': 63, '0001': 68, '1011': 69, '0111': 55, '0011': 51, '0000': 67, '0010': 58, '1000': 64, '0110': 78, '1101': 57, '1100': 65, '0101': 63, '1001': 76, '1010': 64, '0100': 56}","{'H_AFM': np.float64(-0.02734375), 'H_FM': np.float64(0.08203125), 'H_TF': np.float64(0.0)}",False,,
baseline,92,"{'0000': 52, '0010': 51, '1000': 74, '0110': 58, '1101': 67, '0001': 77, '1111': 53, '1110': 62, '1100': 61, '0101': 64, '1001': 50, '1011': 80, '0111': 68, '0011': 74, '0100': 66, '1010': 67}","{'H_AFM': np.float64(0.033203125), 'H_FM': np.float64(0.029296875), 'H_TF': np.float64(0.0)}",False,,
baseline,93,"{'1010': 66, '1011': 58, '0100': 70, '1101': 51, '1110': 71, '0000': 63, '0010': 59, '0111': 52, '0011': 63, '0110': 73, '1000': 56, '1100': 73, '0101': 77, '1001': 66, '1111': 67, '0001': 59}","{'H_AFM': np.float64(0.009765625), 'H_FM': np.float64(0.072265625), 'H_TF': np.float64(0.0)}",False,,
baseline,94,"{'1100': 66, '1010': 60, '1101': 61, '0100': 70, '1110': 75, '0111': 55, '0011': 75, '1011': 69, '0001': 59, '1111': 77, '0000': 55, '0010': 69, '0101': 49, '1001': 60, '0110': 67, '1000': 57}","{'H_AFM': np.float64(0.12890625), 'H_FM': np.float64(-0.015625), 'H_TF': np.float64(0.0)}",False,,
baseline,95,"{'0001': 63, '1010': 61, '1100': 71, '0110': 66, '1000': 65, '1101': 55, '1111': 70, '1011': 71, '0111': 68, '0011': 58, '1110': 67, '1001': 57, '0101': 48, '0000': 60, '0010': 77, '0100': 67}","{'H_AFM': np.float64(0.068359375), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,96,"{'1101': 60, '0000': 67, '0011': 64, '0111': 55, '1011': 67, '0010': 65, '0101': 78, '1001': 57, '1100': 71, '1010': 66, '1110': 64, '1000': 67, '0110': 70, '0100': 45, '0001': 64, '1111': 64}","{'H_AFM': np.float64(-0.029296875), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,,
baseline,97,"{'1111': 75, '1100': 55, '1110': 67, '1001': 70, '0101': 53, '1101': 62, '0110': 64, '1000': 63, '0001': 48, '0111': 68, '0011': 60, '1011': 61, '0000': 70, '0010': 78, '1010': 64, '0100': 66}","{'H_AFM': np.float64(-0.0234375), 'H_FM': np.float64(-0.05859375), 'H_TF': np.float64(0.0)}",False,,
baseline,98,"{'1110': 69, '1101': 69, '0000': 58, '0010': 64, '0011': 48, '0111': 63, '1011': 55, '0101': 58, '1001': 91, '1100': 58, '0110': 62, '1000': 61, '0001': 61, '1111': 70, '1010': 76, '0100': 61}","{'H_AFM': np.float64(-0.1171875), 'H_FM': np.float64(0.08984375), 'H_TF': np.float64(0.0)}",True,,
baseline,99,"{'1011': 61, '1100': 69, '1110': 71, '0101': 61, '1001': 59, '0000': 74, '0010': 62, '1101': 70, '1000': 67, '0110': 63, '0100': 65, '0011': 66, '0111': 60, '0001': 54, '1111': 60, '1010': 62}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(-0.0546875), 'H_TF': np.float64(0.0)}",False,,
baseline,100,"{'1010': 65, '0001': 57, '1111': 66, '1100': 59, '0100': 67, '1101': 64, '1000': 78, '0110': 63, '1001': 66, '0101': 65, '1110': 76, '0010': 66, '0000': 59, '1011': 66, '0111': 47, '0011': 60}","{'H_AFM': np.float64(-0.025390625), 'H_FM': np.float64(0.033203125), 'H_TF': np.float64(0.0)}",False,,
baseline,101,"{'0110': 51, '1000': 58, '1010': 69, '1110': 67, '0000': 56, '0010': 62, '0001': 90, '1111': 72, '0101': 54, '1001': 64, '1100': 48, '1011': 56, '0011': 70, '0111': 60, '1101': 70, '0100': 77}","{'H_AFM': np.float64(0.037109375), 'H_FM': np.float64(0.005859375), 'H_TF': np.float64(0.0)}",False,,
baseline,102,"{'0010': 60, '1101': 61, '0001': 64, '1010': 68, '1011': 68, '0011': 60, '0111': 59, '1111': 67, '1110': 62, '0101': 55, '1001': 64, '1100': 73, '0000': 66, '1000': 60, '0110': 69, '0100': 68}","{'H_AFM': np.float64(0.05078125), 'H_FM': np.float64(0.01171875), 'H_TF': np.float64(0.0)}",False,,
baseline,103,"{'0001': 61, '1101': 58, '1111': 63, '1010': 54, '1110': 87, '0000': 77, '0010': 54, '0101': 65, '1001': 64, '1100': 70, '0100': 75, '1000': 49, '0110': 64, '0011': 53, '0111': 59, '1011': 71}","{'H_AFM': np.float64(0.095703125), 'H_FM': np.float64(0.033203125), 'H_TF': np.float64(0.0)}",False,,
baseline,104,"{'0001': 57, '1110': 60, '0100': 58, '1101': 81, '0011': 61, '0111': 52, '1011': 63, '1111': 47, '0000': 76, '0010': 62, '1100': 81, '0110': 53, '1000': 74, '0101': 68, '1001': 63, '1010': 68}","{'H_AFM': np.float64(-0.005859375), 'H_FM': np.float64(-0.056640625), 'H_TF': np.float64(0.0)}",False,,
baseline,105,"{'1011': 60, '1100': 75, '1101': 70, '1010': 58, '0010': 60, '0000': 73, '0001': 67, '1111': 58, '1110': 67, '0101': 54, '1001': 51, '0110': 64, '1000': 65, '0100': 66, '0011': 69, '0111': 67}","{'H_AFM': np.float64(0.107421875), 'H_FM': np.float64(-0.080078125), 'H_TF': np.float64(0.0)}",False,,
baseline,106,"{'0010': 52, '1101': 68, '1100': 61, '1010': 70, '1111': 72, '0001': 69, '1011': 64, '0111': 63, '0011': 65, '1001': 71, '0101': 57, '1110': 63, '0000': 60, '1000': 54, '0110': 69, '0100': 66}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(0.048828125), 'H_TF': np.float64(0.0)}",False,,
baseline,107,"{'0010': 60, '1101': 47, '1110': 64, '0000': 69, '1010': 54, '0011': 58, '0111': 73, '1011': 61, '0100': 62, '1100': 95, '0101': 58, '1001': 72, '1000': 63, '0110': 62, '1111': 63, '0001': 63}","{'H_AFM': np.float64(0.125), 'H_FM': np.float64(-0.02734375), 'H_TF': np.float64(0.0)}",False,,
baseline,108,"{'1111': 64, '1101': 64, '1010': 52, '1001': 68, '0101': 66, '1110': 62, '0000': 63, '0010': 65, '1100': 69, '1011': 49, '0011': 69, '0111': 58, '0100': 82, '1000': 67, '0110': 67, '0001': 59}","{'H_AFM': np.float64(0.048828125), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,,
baseline,109,"{'0100': 65, '0000': 74, '1111': 83, '0001': 67, '1101': 55, '1110': 59, '0101': 57, '1001': 63, '1100': 58, '0110': 49, '1000': 64, '1011': 72, '0111': 71, '0011': 53, '0010': 77, '1010': 57}","{'H_AFM': np.float64(0.03125), 'H_FM': np.float64(-0.1328125), 'H_TF': np.float64(0.0)}",True,,
baseline,110,"{'0101': 51, '1001': 63, '1011': 80, '0010': 71, '0000': 61, '1101': 74, '1110': 51, '0111': 66, '0011': 56, '1100': 74, '0110': 71, '1000': 62, '1010': 63, '0001': 58, '1111': 63, '0100': 60}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,,
baseline,111,"{'1100': 61, '1010': 55, '0111': 71, '0011': 60, '1011': 63, '0101': 65, '1001': 78, '1000': 59, '0110': 75, '1101': 59, '0010': 75, '0000': 61, '0100': 64, '0001': 53, '1111': 54, '1110': 71}","{'H_AFM': np.float64(-0.046875), 'H_FM': np.float64(0.09765625), 'H_TF': np.float64(0.0)}",False,,
baseline,112,"{'1100': 73, '1111': 68, '0001': 58, '0100': 60, '1011': 65, '0111': 57, '0011': 63, '1010': 63, '1101': 76, '1000': 89, '0110': 57, '0010': 50, '0000': 65, '1001': 60, '0101': 59, '1110': 61}","{'H_AFM': np.float64(0.029296875), 'H_FM': np.float64(-0.087890625), 'H_TF': np.float64(0.0)}",False,,
baseline,113,"{'1011': 68, '0101': 61, '1001': 77, '1100': 51, '0110': 67, '1000': 67, '0011': 69, '0111': 52, '0100': 62, '1010': 69, '1111': 56, '0001': 58, '0000': 55, '0010': 86, '1101': 65, '1110': 61}","{'H_AFM': np.float64(-0.08203125), 'H_FM': np.float64(0.0859375), 'H_TF': np.float64(0.0)}",False,,
baseline,114,"{'0001': 64, '1011': 62, '1110': 61, '0010': 66, '0000': 61, '1010': 55, '1101': 60, '0100': 54, '0110': 59, '1000': 73, '1100': 60, '1001': 77, '0101': 81, '0111': 62, '0011': 58, '1111': 71}","{'H_AFM': np.float64(-0.076171875), 'H_FM': np.float64(0.009765625), 'H_TF': np.float64(0.0)}",False,,
baseline,115,"{'1110': 53, '0000': 52, '1111': 76, '0001': 68, '1101': 71, '1011': 57, '0111': 59, '0011': 62, '0010': 70, '1100': 70, '0110': 60, '1000': 71, '1001': 72, '0101': 70, '0100': 58, '1010': 55}","{'H_AFM': np.float64(-0.017578125), 'H_FM': np.float64(-0.029296875), 'H_TF': np.float64(0.0)}",False,,
baseline,116,"{'1101': 40, '1011': 73, '0100': 74, '0001': 83, '1111': 61, '1100': 56, '0011': 55, '0111': 56, '0000': 63, '0010': 69, '1010': 58, '1001': 64, '0101': 60, '1110': 68, '1000': 81, '0110': 63}","{'H_AFM': np.float64(0.02734375), 'H_FM': np.float64(0.06640625), 'H_TF': np.float64(0.0)}",False,,
baseline,117,"{'0100': 56, '0010': 53, '1110': 69, '1011': 77, '0111': 64, '0011': 73, '0001': 88, '1111': 49, '1100': 51, '0110': 53, '1000': 72, '0101': 59, '1001': 59, '1010': 72, '0000': 70, '1101': 59}","{'H_AFM': np.float64(0.02734375), 'H_FM': np.float64(0.02734375), 'H_TF': np.float64(0.0)}",False,,
baseline,118,"{'0100': 64, '1101': 73, '0111': 63, '0011': 60, '1011': 60, '0010': 63, '0000': 74, '1110': 55, '1000': 55, '0110': 65, '1100': 75, '0101': 59, '1001': 64, '0001': 55, '1111': 66, '1010': 73}","{'H_AFM': np.float64(0.0), 'H_FM': np.float64(-0.0546875), 'H_TF': np.float64(0.0)}",False,,
baseline,119,"{'1000': 55, '0110': 54, '1110': 76, '1101': 66, '0100': 57, '1100': 68, '1011': 64, '0111': 72, '0011': 76, '0000': 61, '0010': 59, '1111': 65, '0001': 70, '1010': 65, '1001': 52, '0101': 64}","{'H_AFM': np.float64(0.078125), 'H_FM': np.float64(-0.05859375), 'H_TF': np.float64(0.0)}",False,,
baseline,120,"{'1100': 72, '1101': 71, '1010': 70, '1110': 59, '0000': 79, '0010': 60, '0110': 50, '1000': 77, '0101': 58, '1001': 66, '0100': 61, '1111': 69, '0001': 54, '1011': 55, '0011': 59, '0111': 64}","{'H_AFM': np.float64(-0.001953125), 'H_FM': np.float64(-0.138671875), 'H_TF': np.float64(0.0)}",True,,
baseline,121,"{'0100': 54, '0111': 58, '0011': 63, '1011': 56, '1101': 66, '1010': 75, '0000': 70, '0010': 57, '0110': 59, '1000': 77, '1100': 69, '0001': 68, '1111': 62, '1001': 64, '0101': 65, '1110': 61}","{'H_AFM': np.float64(-0.033203125), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,122,"{'1111': 60, '1100': 39, '1110': 65, '1000': 56, '0110': 66, '1101': 67, '0000': 91, '0010': 67, '0111': 59, '0011': 69, '1011': 81, '0001': 71, '0100': 48, '0101': 59, '1001': 68, '1010': 58}","{'H_AFM': np.float64(0.005859375), 'H_FM': np.float64(-0.025390625), 'H_TF': np.float64(0.0)}",False,,
baseline,123,"{'0000': 62, '0001': 77, '1111': 72, '0010': 65, '0110': 61, '1000': 56, '1100': 69, '1011': 53, '0111': 57, '0011': 73, '1110': 59, '1001': 75, '0101': 63, '1101': 56, '1010': 62, '0100': 64}","{'H_AFM': np.float64(0.06640625), 'H_FM': np.float64(0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,124,"{'1111': 59, '1101': 65, '1100': 55, '0000': 70, '0010': 70, '0100': 63, '1011': 71, '0111': 64, '0011': 61, '1001': 62, '0101': 65, '1110': 59, '1000': 60, '0110': 52, '0001': 75, '1010': 73}","{'H_AFM': np.float64(-0.041015625), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,125,"{'1101': 74, '1011': 57, '0010': 60, '0111': 61, '0011': 63, '1100': 52, '1001': 71, '0101': 53, '1110': 67, '0000': 56, '1111': 64, '0001': 70, '1000': 62, '0110': 76, '1010': 73, '0100': 65}","{'H_AFM': np.float64(-0.056640625), 'H_FM': np.float64(0.091796875), 'H_TF': np.float64(0.0)}",False,,
baseline,126,"{'1011': 55, '1110': 56, '1101': 68, '1010': 59, '0001': 65, '1111': 71, '1001': 67, '0101': 70, '0000': 71, '0010': 67, '0110': 61, '1000': 69, '1100': 66, '0111': 70, '0011': 53, '0100': 56}","{'H_AFM': np.float64(-0.056640625), 'H_FM': np.float64(-0.072265625), 'H_TF': np.float64(0.0)}",False,,
baseline,127,"{'0000': 67, '0100': 66, '1011': 68, '0011': 62, '0111': 54, '1100': 57, '1111': 71, '0001': 61, '1001': 60, '0101': 60, '1110': 62, '1000': 63, '0110': 64, '1101': 72, '1010': 76, '0010': 61}","{'H_AFM': np.float64(-0.029296875), 'H_FM': np.float64(-0.017578125), 'H_TF': np.float64(0.0)}",False,,
baseline,128,"{'0100': 63, '1110': 63, '0111': 69, '0011': 62, '1011': 61, '1101': 62, '0001': 69, '1111': 59, '1100': 64, '0101': 64, '1001': 57, '0110': 70, '1000': 52, '0000': 70, '0010': 71, '1010': 68}","{'H_AFM': np.float64(-0.013671875), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,,
baseline,129,"{'1011': 67, '0010': 62, '0000': 60, '0111': 67, '0011': 75, '1111': 74, '0001': 60, '0100': 61, '1010': 59, '1100': 61, '0101': 59, '1001': 61, '1110': 71, '1101': 76, '1000': 55, '0110': 56}","{'H_AFM': np.float64(0.068359375), 'H_FM': np.float64(-0.068359375), 'H_TF': np.float64(0.0)}",False,,
baseline,130,"{'0001': 79, '1010': 58, '1011': 50, '0111': 62, '0011': 69, '1100': 69, '1000': 69, '0110': 65, '1101': 73, '1001': 66, '0101': 62, '1110': 55, '0100': 66, '1111': 61, '0000': 63, '0010': 57}","{'H_AFM': np.float64(0.03515625), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,131,"{'0100': 70, '0001': 66, '1100': 74, '0110': 62, '1000': 65, '1111': 55, '1110': 71, '1001': 65, '0101': 68, '0000': 59, '0010': 61, '1101': 61, '1011': 75, '0011': 67, '0111': 43, '1010': 62}","{'H_AFM': np.float64(0.0703125), 'H_FM': np.float64(0.078125), 'H_TF': np.float64(0.0)}",False,,
baseline,132,"{'1011': 54, '1110': 71, '1101': 60, '1010': 55, '0000': 76, '0010': 70, '0111': 77, '0011': 63, '0001': 65, '1111': 59, '1100': 59, '0110': 64, '1000': 66, '0100': 67, '1001': 59, '0101': 59}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(-0.05859375), 'H_TF': np.float64(0.0)}",False,,
baseline,133,"{'1110': 68, '0010': 60, '0100': 55, '0000': 67, '1011': 62, '0111': 67, '0011': 61, '1111': 69, '0001': 83, '1101': 62, '1010': 56, '1100': 56, '0110': 69, '1000': 62, '0101': 66, '1001': 61}","{'H_AFM': np.float64(0.0078125), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,,
baseline,134,"{'1101': 66, '1110': 56, '1100': 67, '0101': 75, '1001': 65, '0001': 72, '1111': 63, '0000': 52, '0010': 54, '1011': 67, '0011': 65, '0111': 62, '1010': 67, '1000': 69, '0110': 54, '0100': 70}","{'H_AFM': np.float64(-0.01953125), 'H_FM': np.float64(0.03515625), 'H_TF': np.float64(0.0)}",False,,
baseline,135,"{'1100': 74, '0111': 67, '0011': 77, '1011': 62, '0000': 60, '0010': 61, '1101': 56, '0110': 60, '1000': 61, '0100': 68, '1010': 69, '0001': 78, '1111': 68, '1001': 49, '0101': 60, '1110': 54}","{'H_AFM': np.float64(0.099609375), 'H_FM': np.float64(-0.060546875), 'H_TF': np.float64(0.0)}",False,,
baseline,136,"{'0100': 65, '0000': 70, '1011': 66, '0011': 58, '0111': 58, '1110': 54, '1001': 61, '0101': 70, '1111': 74, '0001': 60, '1100': 77, '0010': 58, '1000': 63, '0110': 63, '1101': 78, '1010': 49}","{'H_AFM': np.float64(0.0546875), 'H_FM': np.float64(-0.0859375), 'H_TF': np.float64(0.0)}",False,,
baseline,137,"{'1111': 66, '1100': 68, '0111': 69, '0011': 56, '1011': 68, '0001': 76, '0010': 66, '0000': 65, '1110': 61, '1001': 66, '0101': 57, '1010': 64, '1000': 55, '0110': 57, '1101': 66, '0100': 64}","{'H_AFM': np.float64(0.029296875), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,138,"{'0100': 54, '0111': 71, '0011': 66, '1011': 64, '1001': 68, '0101': 63, '1110': 48, '0010': 72, '0000': 58, '1101': 65, '1111': 57, '0001': 76, '1010': 67, '1100': 73, '0110': 60, '1000': 62}","{'H_AFM': np.float64(-0.013671875), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,,
baseline,139,"{'1010': 55, '0011': 74, '0111': 59, '1011': 71, '1101': 69, '0000': 75, '0010': 63, '1111': 61, '0001': 67, '0101': 60, '1001': 54, '1100': 72, '0110': 58, '1000': 63, '0100': 59, '1110': 64}","{'H_AFM': np.float64(0.12109375), 'H_FM': np.float64(-0.09375), 'H_TF': np.float64(0.0)}",False,,
baseline,140,"{'0001': 65, '0010': 90, '1100': 62, '1010': 72, '1011': 66, '0011': 61, '0111': 58, '1001': 63, '0101': 68, '1110': 62, '1000': 69, '0110': 53, '1101': 70, '0100': 46, '1111': 54, '0000': 65}","{'H_AFM': np.float64(-0.09375), 'H_FM': np.float64(-0.0390625), 'H_TF': np.float64(0.0)}",False,,
baseline,141,"{'1100': 74, '0100': 75, '0111': 61, '0011': 72, '1011': 60, '0010': 64, '0000': 53, '1001': 61, '0101': 72, '1110': 67, '1010': 50, '1000': 61, '0110': 59, '1101': 71, '0001': 68, '1111': 56}","{'H_AFM': np.float64(0.072265625), 'H_FM': np.float64(0.021484375), 'H_TF': np.float64(0.0)}",False,,
baseline,142,"{'1001': 53, '0101': 85, '0111': 54, '0011': 55, '1011': 65, '1100': 44, '0010': 74, '0000': 72, '1010': 82, '1111': 74, '0001': 62, '1101': 63, '1000': 61, '0110': 58, '1110': 61, '0100': 61}","{'H_AFM': np.float64(-0.16796875), 'H_FM': np.float64(-0.0390625), 'H_TF': np.float64(0.0)}",True,,
baseline,143,"{'0001': 56, '1010': 48, '1011': 64, '1100': 65, '1101': 71, '1000': 65, '0110': 67, '0011': 62, '0111': 62, '1110': 66, '1001': 80, '0101': 67, '1111': 61, '0100': 63, '0010': 57, '0000': 70}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(0.029296875), 'H_TF': np.float64(0.0)}",False,,
baseline,144,"{'1110': 78, '0011': 73, '0111': 61, '1011': 74, '1101': 67, '1000': 57, '0110': 73, '1010': 68, '1100': 57, '0101': 53, '1001': 55, '0100': 64, '0001': 57, '1111': 65, '0010': 55, '0000': 67}","{'H_AFM': np.float64(0.0625), 'H_FM': np.float64(0.01171875), 'H_TF': np.float64(0.0)}",False,,
baseline,145,"{'1100': 63, '0100': 56, '1110': 56, '1101': 58, '0010': 70, '0000': 65, '1011': 61, '0011': 72, '0111': 57, '0101': 70, '1001': 70, '0110': 71, '1000': 58, '0001': 62, '1111': 67, '1010': 68}","{'H_AFM': np.float64(-0.025390625), 'H_FM': np.float64(0.021484375), 'H_TF': np.float64(0.0)}",False,,
