phase,trial,counts,energies,success,iteration,bias_strength
baseline,77,"{'0010': 70, '1101': 60, '1000': 56, '0110': 77, '0100': 70, '0000': 74, '1111': 66, '0001': 77, '1100': 50, '0111': 60, '0011': 58, '1011': 64, '1010': 56, '1001': 67, '0101': 62, '1110': 57}","{'H_AFM': np.float64(-0.01171875), 'H_FM': np.float64(0.04296875), 'H_TF': np.float64(0.0)}",False,,
baseline,78,"{'1110': 64, '1100': 55, '1011': 60, '0111': 50, '0011': 70, '0100': 72, '0010': 59, '0000': 70, '1111': 51, '0001': 71, '1010': 68, '1001': 70, '0101': 63, '1000': 71, '0110': 68, '1101': 62}","{'H_AFM': np.float64(-0.009765625), 'H_FM': np.float64(0.080078125), 'H_TF': np.float64(0.0)}",False,,
baseline,79,"{'0000': 63, '1100': 68, '0011': 63, '0111': 67, '1011': 55, '0100': 69, '1110': 69, '1001': 64, '0101': 74, '1101': 66, '1000': 54, '0110': 67, '0001': 46, '1111': 75, '0010': 59, '1010': 65}","{'H_AFM': np.float64(-0.0234375), 'H_FM': np.float64(-0.01953125), 'H_TF': np.float64(0.0)}",False,,
baseline,80,"{'0010': 65, '1100': 65, '0110': 51, '1000': 63, '0100': 67, '1011': 59, '0111': 72, '0011': 78, '1111': 55, '0001': 66, '1001': 67, '0101': 67, '1110': 61, '1101': 63, '0000': 65, '1010': 60}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(-0.03125), 'H_TF': np.float64(0.0)}",False,,
baseline,81,"{'0100': 51, '1011': 60, '1111': 60, '0001': 57, '0011': 73, '0111': 74, '1101': 62, '1110': 59, '0101': 59, '1001': 63, '1100': 70, '0110': 62, '1000': 63, '1010': 84, '0000': 62, '0010': 65}","{'H_AFM': np.float64(-0.0390625), 'H_FM': np.float64(-0.02734375), 'H_TF': np.float64(0.0)}",False,,
baseline,82,"{'1110': 46, '0001': 63, '1100': 59, '1111': 56, '0100': 72, '1101': 63, '0110': 76, '1000': 63, '1001': 56, '0101': 73, '0010': 70, '0000': 65, '1010': 72, '0111': 61, '0011': 74, '1011': 55}","{'H_AFM': np.float64(-0.06640625), 'H_FM': np.float64(0.0234375), 'H_TF': np.float64(0.0)}",False,,
baseline,83,"{'1010': 56, '1111': 67, '1011': 70, '0111': 65, '0011': 84, '1100': 62, '0000': 58, '0010': 71, '0100': 62, '1110': 64, '1001': 73, '0101': 47, '0001': 70, '1101': 63, '1000': 53, '0110': 59}","{'H_AFM': np.float64(0.1328125), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,84,"{'0001': 62, '1011': 52, '0000': 61, '0010': 59, '0111': 66, '0011': 55, '1100': 60, '1111': 70, '1010': 78, '1101': 80, '1000': 62, '0110': 67, '0100': 59, '1001': 64, '0101': 62, '1110': 67}","{'H_AFM': np.float64(-0.099609375), 'H_FM': np.float64(-0.001953125), 'H_TF': np.float64(0.0)}",False,,
baseline,85,"{'0000': 63, '1010': 47, '1101': 73, '1110': 68, '1100': 55, '0110': 76, '1000': 86, '0101': 61, '1001': 65, '0001': 52, '1111': 54, '0011': 61, '0111': 61, '1011': 57, '0100': 69, '0010': 76}","{'H_AFM': np.float64(-0.048828125), 'H_FM': np.float64(0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,86,"{'0001': 51, '1110': 51, '0011': 67, '0111': 78, '1011': 56, '1010': 58, '0100': 73, '1100': 79, '0110': 72, '1000': 57, '1101': 67, '1001': 61, '0101': 69, '0000': 55, '0010': 64, '1111': 66}","{'H_AFM': np.float64(0.009765625), 'H_FM': np.float64(-0.017578125), 'H_TF': np.float64(0.0)}",False,,
baseline,87,"{'1100': 64, '1111': 65, '1101': 52, '1000': 61, '0110': 59, '0100': 65, '0010': 68, '0000': 64, '1011': 74, '0011': 66, '0111': 75, '1110': 73, '1001': 68, '0101': 61, '1010': 57, '0001': 52}","{'H_AFM': np.float64(0.044921875), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,,
baseline,88,"{'1101': 75, '1110': 46, '1011': 57, '0011': 67, '0111': 65, '1010': 72, '0000': 61, '0010': 66, '0101': 61, '1001': 59, '0110': 61, '1000': 82, '1100': 69, '1111': 59, '0001': 66, '0100': 58}","{'H_AFM': np.float64(-0.05078125), 'H_FM': np.float64(-0.0625), 'H_TF': np.float64(0.0)}",False,,
baseline,89,"{'0100': 59, '0001': 67, '0000': 65, '1011': 75, '0111': 58, '0011': 72, '1100': 63, '1010': 74, '1000': 57, '0110': 59, '1101': 57, '1001': 69, '0101': 60, '1110': 70, '1111': 64, '0010': 55}","{'H_AFM': np.float64(0.046875), 'H_FM': np.float64(0.0390625), 'H_TF': np.float64(0.0)}",False,,
baseline,90,"{'0001': 62, '1011': 88, '0100': 61, '1101': 56, '1100': 63, '0110': 67, '1000': 53, '1001': 68, '0101': 69, '1110': 70, '0010': 56, '0000': 65, '0111': 53, '0011': 60, '1010': 66, '1111': 67}","{'H_AFM': np.float64(0.0234375), 'H_FM': np.float64(0.08203125), 'H_TF': np.float64(0.0)}",False,,
baseline,91,"{'1001': 58, '0101': 69, '1110': 63, '1011': 62, '0111': 51, '0011': 50, '1101': 79, '1000': 66, '0110': 63, '1100': 68, '0000': 65, '0010': 69, '1010': 70, '0001': 62, '1111': 72, '0100': 57}","{'H_AFM': np.float64(-0.06640625), 'H_FM': np.float64(-0.046875), 'H_TF': np.float64(0.0)}",False,,
baseline,92,"{'1010': 68, '1110': 62, '1111': 61, '0001': 67, '1100': 54, '0110': 63, '1000': 66, '0010': 57, '0000': 72, '1001': 60, '0101': 65, '1011': 66, '0111': 67, '0011': 58, '1101': 71, '0100': 67}","{'H_AFM': np.float64(-0.05078125), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,93,"{'1100': 62, '1101': 53, '0001': 81, '1111': 57, '0100': 62, '0110': 67, '1000': 75, '0010': 68, '0000': 60, '1110': 57, '1001': 62, '0101': 49, '1011': 61, '0011': 66, '0111': 74, '1010': 70}","{'H_AFM': np.float64(0.005859375), 'H_FM': np.float64(0.017578125), 'H_TF': np.float64(0.0)}",False,,
baseline,94,"{'1010': 56, '1101': 70, '1011': 63, '0111': 56, '0011': 63, '0000': 78, '0010': 63, '1110': 58, '0100': 68, '0110': 52, '1000': 67, '1100': 67, '0101': 66, '1001': 69, '0001': 67, '1111': 61}","{'H_AFM': np.float64(0.041015625), 'H_FM': np.float64(-0.060546875), 'H_TF': np.float64(0.0)}",False,,
baseline,95,"{'0000': 63, '1111': 59, '1100': 60, '1101': 59, '1011': 74, '0111': 63, '0011': 71, '0010': 52, '1110': 59, '0001': 61, '0110': 60, '1000': 70, '0101': 71, '1001': 60, '1010': 69, '0100': 73}","{'H_AFM': np.float64(-0.001953125), 'H_FM': np.float64(0.025390625), 'H_TF': np.float64(0.0)}",False,,
baseline,96,"{'1100': 53, '1110': 77, '0101': 64, '1001': 64, '0110': 74, '1000': 58, '1111': 59, '0001': 55, '0010': 59, '0000': 71, '1010': 49, '0011': 54, '0111': 78, '1011': 74, '0100': 66, '1101': 69}","{'H_AFM': np.float64(-0.017578125), 'H_FM': np.float64(0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,97,"{'1101': 78, '0100': 81, '0101': 55, '1001': 76, '0110': 55, '1000': 61, '1100': 64, '0000': 71, '0010': 61, '0001': 56, '1111': 57, '0011': 55, '0111': 62, '1011': 70, '1110': 63, '1010': 59}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(0.01171875), 'H_TF': np.float64(0.0)}",False,,
baseline,98,"{'1011': 69, '1100': 76, '1101': 65, '0110': 58, '1000': 72, '0000': 71, '0010': 72, '1111': 56, '0001': 53, '1001': 63, '0101': 56, '1110': 61, '0111': 48, '0011': 69, '0100': 65, '1010': 70}","{'H_AFM': np.float64(0.052734375), 'H_FM': np.float64(-0.044921875), 'H_TF': np.float64(0.0)}",False,,
baseline,99,"{'0000': 54, '0010': 53, '1111': 71, '0001': 70, '1100': 58, '1001': 71, '0101': 67, '1110': 56, '1000': 69, '0110': 60, '1101': 71, '1011': 80, '0011': 58, '0111': 56, '0100': 71, '1010': 59}","{'H_AFM': np.float64(-0.0078125), 'H_FM': np.float64(0.0546875), 'H_TF': np.float64(0.0)}",False,,
baseline,100,"{'1010': 71, '1011': 61, '0111': 59, '0011': 80, '1101': 73, '1111': 72, '0001': 64, '0100': 68, '0000': 61, '0010': 60, '1110': 62, '0101': 68, '1001': 59, '1100': 45, '0110': 61, '1000': 60}","{'H_AFM': np.float64(-0.025390625), 'H_FM': np.float64(-0.021484375), 'H_TF': np.float64(0.0)}",False,,
baseline,101,"{'1111': 72, '0100': 66, '1100': 58, '0000': 67, '0010': 73, '1011': 66, '0011': 60, '0111': 59, '0001': 79, '1000': 72, '0110': 57, '1101': 66, '1110': 65, '1001': 56, '0101': 49, '1010': 59}","{'H_AFM': np.float64(0.060546875), 'H_FM': np.float64(-0.080078125), 'H_TF': np.float64(0.0)}",False,,
baseline,102,"{'1101': 65, '0010': 58, '1111': 81, '0001': 64, '0100': 78, '1011': 49, '0111': 67, '0011': 62, '0110': 52, '1000': 66, '1100': 67, '0000': 59, '1110': 65, '1001': 59, '0101': 67, '1010': 65}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(-0.08203125), 'H_TF': np.float64(0.0)}",False,,
baseline,103,"{'1010': 64, '1101': 62, '1001': 66, '0101': 62, '1110': 69, '1111': 55, '0001': 49, '0100': 58, '0000': 63, '0010': 66, '1100': 77, '0110': 59, '1000': 81, '0111': 70, '0011': 56, '1011': 67}","{'H_AFM': np.float64(-0.021484375), 'H_FM': np.float64(-0.021484375), 'H_TF': np.float64(0.0)}",False,,
baseline,104,"{'0100': 73, '1011': 59, '1100': 72, '0000': 63, '0010': 81, '1101': 59, '1000': 63, '0110': 47, '1001': 66, '0101': 64, '1110': 75, '0011': 61, '0111': 66, '1111': 52, '0001': 61, '1010': 62}","{'H_AFM': np.float64(0.021484375), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,105,"{'0001': 77, '1110': 63, '1011': 66, '0111': 57, '0011': 58, '1101': 60, '0010': 62, '0000': 75, '0101': 53, '1001': 72, '1100': 64, '0110': 61, '1000': 77, '1010': 69, '0100': 63, '1111': 47}","{'H_AFM': np.float64(0.001953125), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,,
baseline,106,"{'1011': 50, '0001': 57, '1100': 69, '1111': 65, '0100': 59, '1010': 76, '0010': 50, '0000': 77, '0011': 49, '0111': 68, '1110': 70, '1001': 66, '0101': 69, '1000': 64, '0110': 78, '1101': 57}","{'H_AFM': np.float64(-0.083984375), 'H_FM': np.float64(0.029296875), 'H_TF': np.float64(0.0)}",False,,
baseline,107,"{'1111': 67, '1010': 41, '0010': 52, '0000': 73, '0100': 70, '1011': 61, '0011': 62, '0111': 83, '0110': 55, '1000': 60, '1100': 66, '1101': 71, '0001': 65, '1001': 67, '0101': 61, '1110': 70}","{'H_AFM': np.float64(0.09375), 'H_FM': np.float64(-0.078125), 'H_TF': np.float64(0.0)}",False,,
baseline,108,"{'0000': 55, '0100': 64, '1101': 71, '1110': 76, '0110': 65, '1000': 73, '0101': 57, '1001': 59, '1100': 66, '1011': 56, '0011': 56, '0111': 54, '1111': 66, '0001': 73, '1010': 69, '0010': 64}","{'H_AFM': np.float64(-0.0078125), 'H_FM': np.float64(0.01953125), 'H_TF': np.float64(0.0)}",False,,
baseline,109,"{'1011': 58, '1000': 70, '0110': 67, '1110': 63, '1111': 55, '0001': 65, '1010': 66, '1101': 52, '0111': 67, '0011': 65, '0010': 68, '0000': 49, '0101': 66, '1001': 76, '1100': 68, '0100': 69}","{'H_AFM': np.float64(-0.037109375), 'H_FM': np.float64(0.111328125), 'H_TF': np.float64(0.0)}",False,,
baseline,110,"{'1011': 94, '1100': 66, '0010': 55, '1111': 52, '0001': 66, '1101': 62, '1000': 70, '0110': 64, '0000': 51, '0011': 53, '0111': 45, '1110': 72, '1001': 69, '0101': 66, '1010': 76, '0100': 63}","{'H_AFM': np.float64(-0.03515625), 'H_FM': np.float64(0.171875), 'H_TF': np.float64(0.0)}",False,,
baseline,111,"{'1111': 58, '0001': 73, '1110': 65, '1001': 60, '0101': 68, '1011': 72, '0111': 55, '0011': 59, '1010': 57, '0010': 60, '0000': 62, '0100': 75, '1101': 68, '1100': 58, '0110': 71, '1000': 63}","{'H_AFM': np.float64(0.00390625), 'H_FM': np.float64(0.078125), 'H_TF': np.float64(0.0)}",False,,
baseline,112,"{'0100': 55, '1010': 57, '1100': 55, '0010': 60, '0000': 68, '0011': 79, '0111': 56, '1011': 56, '1101': 62, '1000': 76, '0110': 77, '0001': 70, '1111': 54, '1110': 58, '1001': 65, '0101': 76}","{'H_AFM': np.float64(-0.03125), 'H_FM': np.float64(0.04296875), 'H_TF': np.float64(0.0)}",False,,
baseline,113,"{'1011': 62, '1111': 78, '0011': 63, '0111': 68, '1010': 73, '0010': 53, '0000': 66, '0001': 50, '0100': 71, '1101': 69, '1110': 63, '0101': 66, '1001': 51, '1100': 81, '0110': 45, '1000': 65}","{'H_AFM': np.float64(0.052734375), 'H_FM': np.float64(-0.154296875), 'H_TF': np.float64(0.0)}",False,,
baseline,114,"{'1010': 58, '0110': 70, '1000': 76, '0101': 67, '1001': 59, '1100': 67, '0001': 54, '1111': 70, '0011': 59, '0111': 56, '1011': 70, '0010': 64, '0000': 62, '0100': 71, '1101': 56, '1110': 65}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(-0.001953125), 'H_TF': np.float64(0.0)}",False,,
baseline,115,"{'1100': 52, '1010': 64, '1001': 61, '0101': 65, '1110': 74, '1111': 74, '0001': 50, '0111': 78, '0011': 54, '1011': 64, '0000': 57, '0010': 65, '1101': 70, '0110': 62, '1000': 73, '0100': 61}","{'H_AFM': np.float64(-0.095703125), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,116,"{'0010': 60, '1111': 57, '0001': 72, '0100': 63, '1000': 61, '0110': 64, '1101': 73, '0000': 62, '1110': 71, '1011': 63, '0111': 53, '0011': 63, '1100': 56, '0101': 72, '1001': 67, '1010': 67}","{'H_AFM': np.float64(-0.048828125), 'H_FM': np.float64(0.076171875), 'H_TF': np.float64(0.0)}",False,,
baseline,117,"{'1111': 63, '0100': 58, '1110': 70, '0111': 62, '0011': 75, '1011': 59, '1101': 56, '0001': 77, '1010': 58, '0000': 53, '0010': 64, '0101': 74, '1001': 61, '1100': 70, '0110': 62, '1000': 62}","{'H_AFM': np.float64(0.05078125), 'H_FM': np.float64(0.02734375), 'H_TF': np.float64(0.0)}",False,,
baseline,118,"{'1110': 63, '1101': 62, '1111': 66, '0001': 62, '0010': 68, '0000': 62, '0110': 48, '1000': 70, '1100': 61, '1010': 64, '1011': 67, '0011': 72, '0111': 70, '1001': 69, '0101': 61, '0100': 59}","{'H_AFM': np.float64(0.015625), 'H_FM': np.float64(-0.05859375), 'H_TF': np.float64(0.0)}",False,,
baseline,119,"{'0010': 60, '1101': 68, '1001': 61, '0101': 66, '1110': 60, '0000': 72, '0001': 63, '1111': 66, '0011': 57, '0111': 52, '1011': 72, '0110': 64, '1000': 76, '1100': 52, '0100': 72, '1010': 63}","{'H_AFM': np.float64(-0.03515625), 'H_FM': np.float64(-0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,120,"{'0100': 63, '0000': 73, '0010': 60, '1110': 79, '1001': 63, '0101': 58, '1010': 53, '0110': 59, '1000': 65, '1100': 57, '1101': 78, '0001': 66, '1111': 56, '1011': 65, '0111': 62, '0011': 67}","{'H_AFM': np.float64(0.052734375), 'H_FM': np.float64(-0.025390625), 'H_TF': np.float64(0.0)}",False,,
baseline,121,"{'1011': 69, '0001': 66, '1101': 52, '1010': 73, '0110': 61, '1000': 66, '0101': 74, '1001': 60, '1100': 49, '0010': 62, '0000': 90, '1110': 75, '1111': 50, '0111': 66, '0011': 63, '0100': 48}","{'H_AFM': np.float64(-0.072265625), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,,
baseline,122,"{'1011': 47, '1111': 61, '1010': 54, '1101': 69, '1110': 67, '0000': 63, '0010': 58, '0111': 66, '0011': 64, '0001': 63, '0110': 71, '1000': 52, '1100': 82, '0101': 58, '1001': 78, '0100': 71}","{'H_AFM': np.float64(0.078125), 'H_FM': np.float64(0.04296875), 'H_TF': np.float64(0.0)}",False,,
baseline,123,"{'1101': 62, '1011': 58, '1111': 61, '0001': 56, '1000': 81, '0110': 69, '1110': 60, '0111': 70, '0011': 71, '1010': 52, '0010': 73, '0000': 67, '0101': 58, '1001': 64, '1100': 62, '0100': 60}","{'H_AFM': np.float64(0.01171875), 'H_FM': np.float64(-0.05859375), 'H_TF': np.float64(0.0)}",False,,
baseline,124,"{'0000': 62, '0010': 68, '1110': 52, '1010': 64, '1100': 70, '0101': 52, '1001': 55, '1101': 50, '1000': 57, '0110': 72, '0011': 67, '0111': 71, '1011': 69, '0100': 72, '0001': 66, '1111': 77}","{'H_AFM': np.float64(0.0859375), 'H_FM': np.float64(-0.04296875), 'H_TF': np.float64(0.0)}",False,,
baseline,125,"{'0000': 42, '0001': 58, '1100': 69, '1101': 59, '1011': 59, '0011': 61, '0111': 77, '1111': 73, '1110': 69, '0101': 74, '1001': 55, '0110': 67, '1000': 49, '0100': 74, '0010': 70, '1010': 68}","{'H_AFM': np.float64(-0.037109375), 'H_FM': np.float64(0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,126,"{'1101': 73, '1111': 59, '1011': 58, '0111': 60, '0011': 72, '0000': 59, '0010': 79, '1100': 74, '0101': 54, '1001': 57, '0001': 54, '1000': 72, '0110': 63, '1010': 73, '0100': 55, '1110': 62}","{'H_AFM': np.float64(0.0), 'H_FM': np.float64(-0.06640625), 'H_TF': np.float64(0.0)}",False,,
baseline,127,"{'1010': 58, '1101': 61, '1111': 60, '1100': 60, '0000': 59, '0010': 69, '1011': 73, '0111': 64, '0011': 59, '1001': 71, '0101': 76, '1110': 64, '0100': 62, '1000': 63, '0110': 64, '0001': 61}","{'H_AFM': np.float64(-0.056640625), 'H_FM': np.float64(0.064453125), 'H_TF': np.float64(0.0)}",False,,
baseline,128,"{'0010': 77, '1011': 64, '1110': 49, '0001': 75, '1111': 61, '1100': 70, '0011': 58, '0111': 66, '0100': 61, '0000': 63, '1101': 62, '1000': 58, '0110': 63, '1010': 64, '1001': 66, '0101': 67}","{'H_AFM': np.float64(-0.02734375), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,,
baseline,129,"{'1101': 64, '1110': 68, '1001': 48, '0101': 66, '0100': 68, '1100': 75, '1011': 74, '0111': 74, '0011': 68, '1000': 61, '0110': 64, '1111': 60, '0001': 49, '0000': 66, '0010': 58, '1010': 61}","{'H_AFM': np.float64(0.0625), 'H_FM': np.float64(-0.0546875), 'H_TF': np.float64(0.0)}",False,,
baseline,130,"{'0000': 62, '0001': 54, '1011': 59, '0010': 71, '0111': 55, '0011': 59, '1100': 60, '1010': 70, '1101': 55, '1000': 58, '0110': 57, '1111': 68, '1001': 81, '0101': 69, '1110': 66, '0100': 80}","{'H_AFM': np.float64(-0.046875), 'H_FM': np.float64(0.0625), 'H_TF': np.float64(0.0)}",False,,
baseline,131,"{'1100': 56, '1110': 65, '1000': 67, '0110': 47, '1101': 66, '1011': 61, '0111': 68, '0011': 83, '1111': 59, '0001': 73, '1010': 62, '0010': 59, '0000': 48, '1001': 64, '0101': 73, '0100': 73}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(0.01953125), 'H_TF': np.float64(0.0)}",False,,
baseline,132,"{'1011': 64, '0001': 59, '1110': 63, '0010': 75, '0000': 62, '1100': 84, '0100': 73, '0011': 56, '0111': 65, '1010': 52, '1001': 61, '0101': 68, '1101': 66, '1000': 66, '0110': 62, '1111': 48}","{'H_AFM': np.float64(0.033203125), 'H_FM': np.float64(0.005859375), 'H_TF': np.float64(0.0)}",False,,
baseline,133,"{'1010': 65, '0100': 51, '1111': 57, '0001': 59, '1110': 65, '0110': 58, '1000': 64, '0101': 57, '1001': 70, '1100': 70, '0000': 70, '0010': 58, '1101': 70, '1011': 76, '0011': 68, '0111': 66}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(-0.01953125), 'H_TF': np.float64(0.0)}",False,,
baseline,134,"{'1100': 62, '0010': 60, '1110': 69, '1011': 72, '0111': 66, '0011': 70, '1101': 75, '0100': 48, '0000': 64, '0110': 44, '1000': 59, '0101': 61, '1001': 54, '1111': 79, '0001': 63, '1010': 78}","{'H_AFM': np.float64(0.015625), 'H_FM': np.float64(-0.1328125), 'H_TF': np.float64(0.0)}",False,,
baseline,135,"{'0001': 60, '1100': 65, '1011': 64, '0011': 54, '0111': 69, '1101': 73, '1010': 70, '0110': 65, '1000': 50, '0100': 56, '0000': 71, '0010': 73, '1110': 61, '1001': 61, '0101': 80, '1111': 52}","{'H_AFM': np.float64(-0.1171875), 'H_FM': np.float64(0.015625), 'H_TF': np.float64(0.0)}",False,,
baseline,136,"{'1011': 55, '0110': 68, '1000': 69, '1100': 55, '0001': 68, '1111': 66, '0010': 50, '0000': 53, '1110': 74, '1001': 78, '0101': 59, '1101': 62, '1010': 65, '0100': 78, '0111': 61, '0011': 63}","{'H_AFM': np.float64(-0.01171875), 'H_FM': np.float64(0.1171875), 'H_TF': np.float64(0.0)}",False,,
baseline,137,"{'0010': 62, '1110': 69, '1100': 75, '0000': 60, '1011': 71, '0111': 52, '0011': 55, '1010': 59, '0001': 68, '1111': 72, '0101': 65, '1001': 61, '1000': 78, '0110': 62, '1101': 62, '0100': 53}","{'H_AFM': np.float64(0.033203125), 'H_FM': np.float64(-0.025390625), 'H_TF': np.float64(0.0)}",False,,
baseline,138,"{'0000': 58, '0001': 57, '1100': 60, '0110': 72, '1000': 65, '1111': 60, '1110': 68, '1001': 59, '0101': 72, '0010': 68, '1101': 56, '0100': 65, '0111': 70, '0011': 67, '1011': 62, '1010': 65}","{'H_AFM': np.float64(-0.048828125), 'H_FM': np.float64(0.041015625), 'H_TF': np.float64(0.0)}",False,,
baseline,139,"{'1111': 56, '0001': 72, '1110': 55, '0011': 60, '0111': 64, '1011': 62, '1101': 65, '0010': 79, '0000': 62, '0110': 81, '1000': 67, '1100': 64, '1001': 61, '0101': 55, '0100': 68, '1010': 53}","{'H_AFM': np.float64(0.005859375), 'H_FM': np.float64(0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,140,"{'0000': 50, '1100': 66, '0011': 61, '0111': 59, '1011': 81, '1110': 77, '1111': 61, '0001': 71, '0100': 60, '1101': 59, '1010': 64, '0110': 51, '1000': 59, '0101': 66, '1001': 67, '0010': 72}","{'H_AFM': np.float64(0.0234375), 'H_FM': np.float64(0.0625), 'H_TF': np.float64(0.0)}",False,,
baseline,141,"{'0111': 58, '0011': 60, '0110': 69, '1000': 65, '1100': 65, '0000': 62, '0010': 53, '0001': 58, '1111': 67, '1001': 67, '0101': 64, '1110': 60, '1101': 65, '1011': 67, '1010': 65, '0100': 79}","{'H_AFM': np.float64(0.00390625), 'H_FM': np.float64(0.046875), 'H_TF': np.float64(0.0)}",False,,
baseline,142,"{'1011': 64, '1000': 69, '0110': 65, '1101': 61, '0000': 55, '0010': 64, '0100': 67, '0111': 60, '0011': 73, '0001': 71, '1111': 66, '1100': 64, '1110': 56, '1001': 58, '0101': 67, '1010': 64}","{'H_AFM': np.float64(0.01953125), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,,
baseline,143,"{'0000': 61, '1011': 64, '0111': 68, '0011': 68, '0010': 79, '1110': 62, '0100': 61, '1101': 74, '0101': 57, '1001': 67, '0110': 55, '1000': 47, '1100': 60, '1111': 70, '0001': 73, '1010': 58}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(-0.046875), 'H_TF': np.float64(0.0)}",False,,
baseline,144,"{'1100': 65, '0000': 60, '0100': 59, '1011': 71, '0011': 71, '0111': 61, '0001': 67, '1111': 56, '1101': 63, '1110': 53, '0101': 68, '1001': 59, '0110': 58, '1000': 66, '1010': 71, '0010': 76}","{'H_AFM': np.float64(-0.025390625), 'H_FM': np.float64(-0.009765625), 'H_TF': np.float64(0.0)}",False,,
baseline,145,"{'0001': 53, '1101': 65, '1011': 68, '0111': 74, '0011': 53, '1111': 64, '0000': 74, '0010': 76, '1100': 65, '0110': 64, '1000': 72, '1010': 55, '1110': 57, '1001': 70, '0101': 46, '0100': 68}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(-0.068359375), 'H_TF': np.float64(0.0)}",False,,
